CustomerID,Frequency,TotalUnits,TotalSpent,Recency,Cluster,PCA1,PCA2
13291.0,1,233,361.10999999999996,155,2,-0.561374568039504,0.580154375433159
13292.0,2,347,578.9399999999999,38,0,-0.24159021599822145,-0.5253562009166299
13294.0,2,453,873.7399999999998,189,2,-0.5023009131804094,0.8990222036759783
13295.0,1,82,201.2,359,2,-0.9854601131464308,2.477856792011373
13296.0,1,78,87.4,136,0,-0.5610412890051897,0.38890387895540085
13297.0,4,963,2089.8500000000004,7,0,0.12159744050720468,-0.7939965739693734
13298.0,1,96,360.0,0,0,-0.277092724580214,-0.8757267269476557
13299.0,1,30,142.5,267,2,-0.8171047144300954,1.6135624676132716
13300.0,1,203,371.89000000000004,168,2,-0.5894210918592555,0.7007173310971573
13301.0,4,345,618.0899999999998,103,0,-0.23538239083595008,0.0406706017285808
13302.0,1,5,63.75,154,2,-0.606159383886009,0.5535124197333942
13304.0,1,238,300.4199999999999,350,2,-0.9429537837847337,2.402920217524161
13305.0,10,1232,2000.8599999999992,3,0,0.5449869148703469,-0.9505074168362881
13307.0,1,4,15.0,119,0,-0.5416399582546731,0.22486962196928217
13308.0,3,843,1385.51,22,0,-0.03337593337480541,-0.6548988845026087
13309.0,5,1544,1456.7899999999993,6,0,0.21527590511302006,-0.8151329811912401
13310.0,3,587,1132.0300000000002,27,0,-0.09020002831153023,-0.625550735946367
13311.0,2,305,598.57,3,0,-0.1773886288365731,-0.8540938407031258
13313.0,5,851,1555.3199999999993,21,0,0.11067198387269732,-0.7025751247348062
13314.0,3,560,775.9400000000002,1,0,-0.06660230780627502,-0.8787411849382925
13316.0,4,6948,5977.730000000001,36,0,1.0319390801167494,-0.16582599676038123
13317.0,6,1035,2273.679999999999,65,0,0.15974023047488864,-0.28664607500626865
13318.0,3,304,640.76,0,0,-0.10394259002887715,-0.9025915577978426
13319.0,26,4724,10845.549999999988,4,0,2.582471677466343,-0.9132227823839876
13320.0,4,1096,1548.7000000000003,77,0,-0.034301808876045295,-0.14680049653957927
13321.0,2,372,567.36,71,0,-0.30339215937056424,-0.21586825480794783
13322.0,1,117,199.48,16,0,-0.31628320466520043,-0.7291166367646156
13323.0,5,175,787.85,2,0,0.016559242417899543,-0.9287358997659138
13324.0,10,5205,7121.949999999994,35,0,1.293102517900993,-0.3514251511176283
13325.0,1,240,675.3,81,0,-0.39619979142739575,-0.10397266248697225
13327.0,8,1600,3627.769999999998,38,0,0.4987283616913121,-0.5239707135427242
13328.0,1,680,1308.48,315,2,-0.7558682825246983,2.11971625924567
13329.0,2,463,789.0,31,0,-0.20034473058327185,-0.5805856375882035
13330.0,3,751,1140.9299999999996,92,0,-0.19623983129197023,-0.010169527020667712
13332.0,1,179,350.9,13,0,-0.2930787195370257,-0.7507326210927038
13334.0,3,1774,3536.819999999998,81,0,0.10517182761854563,-0.009236744362857258
13336.0,1,559,795.12,76,0,-0.3407839949732503,-0.13388218954797268
13338.0,1,256,487.02,157,2,-0.554176249075404,0.6029788669786535
13339.0,1,326,860.1200000000002,200,2,-0.6045206107965156,1.017483018833012
13340.0,7,5770,10736.47999999999,44,0,1.387509024851495,-0.08891487061819532
13341.0,1,301,775.8499999999999,260,2,-0.7294237793556012,1.5755554188210261
13343.0,1,135,353.43,177,2,-0.6161500104393884,0.7814851854899887
13344.0,3,971,2543.720000000002,67,0,-0.02864340553963504,-0.1997406093099779
13345.0,1,141,389.50000000000006,287,2,-0.8263589694110536,1.811589540157639
13347.0,1,205,341.36,69,0,-0.3992286070469148,-0.22600639419516994
13348.0,1,136,233.76,63,0,-0.40290184440579013,-0.28779839274386515
13349.0,1,225,247.31999999999996,10,0,-0.28868659448499806,-0.779352894833754
13350.0,2,287,979.1199999999999,15,0,-0.17754280584956064,-0.7332161991459318
13351.0,1,117,373.94,65,0,-0.3997296831117636,-0.2664506813233579
13352.0,1,321,397.9800000000001,59,0,-0.36234545529123235,-0.31309335611949907
13354.0,1,604,743.5300000000003,70,0,-0.32724339462885593,-0.1893223867790408
13355.0,1,314,674.7,121,0,-0.4650459820798493,0.27340024831515686
13356.0,1,325,768.2400000000001,79,0,-0.37609110021962555,-0.11667901075038205
13357.0,1,322,609.9500000000002,256,2,-0.7301871163078384,1.5349504753333783
13358.0,1,285,439.03000000000003,268,2,-0.7691781018292627,1.6413601543521341
13359.0,1,161,439.55999999999995,63,0,-0.38628802727646394,-0.2816189439876406
13362.0,4,1382,3090.7399999999984,8,0,0.23567265533886053,-0.7416323432007758
13363.0,2,710,992.5000000000002,17,0,-0.13044933433091238,-0.695748976640252
13364.0,1,71,134.96,70,0,-0.43072728902827856,-0.22759519260515496
13365.0,2,1247,2225.3700000000013,33,0,-0.01610003745537741,-0.4921947168509379
13366.0,1,144,56.160000000000004,49,0,-0.3865886066983366,-0.42280005674897414
13368.0,2,327,623.4,256,2,-0.663755024649077,1.5140655801915361
13369.0,1,149,308.28000000000003,365,2,-0.9820581797428755,2.5395487983168596
13370.0,1,343,754.8700000000003,371,2,-0.941094428888773,2.6151711272518874
13372.0,1,159,378.64,89,0,-0.440985858433576,-0.040006335780541274
13373.0,3,1651,3312.2500000000005,60,0,0.11643257229206691,-0.21658590719378779
13375.0,1,442,778.6499999999997,88,0,-0.3790002133447608,-0.027137514423370677
13376.0,3,493,1019.7600000000003,98,0,-0.24646185494117717,0.03171818433603536
13379.0,3,601,572.5599999999997,25,0,-0.12178191044886523,-0.6574871174574943
13381.0,6,2029,3639.3100000000004,31,0,0.4339675229141181,-0.527603699381252
13382.0,1,131,222.99,280,2,-0.8250156372266915,1.7415566929534139
13384.0,7,2422,4151.929999999999,30,0,0.5813962543006899,-0.5285927736982454
13385.0,1,281,534.5700000000002,329,2,-0.8816045677170133,2.214148996016447
13388.0,2,282,677.1000000000001,130,0,-0.42118072181065125,0.33481701004176573
13389.0,3,429,797.96,10,0,-0.09810493592265108,-0.7997166939866546
13390.0,1,224,544.0799999999999,74,0,-0.393225565405049,-0.17339402751646063
13391.0,1,4,59.8,203,2,-0.7015608395791015,1.0117219637528612
13394.0,8,2392,2520.0199999999995,1,0,0.5907601054007711,-0.8629681231246059
13395.0,1,336,307.72,184,2,-0.6089581898635056,0.8545898737964667
13396.0,2,600,1360.9899999999998,28,0,-0.14035744011074222,-0.5885317276461351
13397.0,5,430,1544.1299999999997,72,0,-0.038817194929880026,-0.2441338463867564
13398.0,1,281,457.3400000000001,191,2,-0.6191182371478243,0.9213732204394127
13402.0,2,479,621.2300000000002,126,0,-0.39380533070576207,0.304601057329115
13403.0,1,44,75.0,17,0,-0.3351243788369047,-0.7260217239895314
13404.0,2,111,252.48999999999998,0,0,-0.21750167604253007,-0.8991678308116613
13405.0,3,165,572.4509999999999,73,0,-0.266494345819461,-0.22748753087740475
13408.0,62,16232,28117.039999999983,1,3,7.4348555107516985,-0.7844128275095801
13410.0,5,518,1003.0600000000001,23,0,0.030726023259605134,-0.7120339050986196
13411.0,1,72,213.55000000000004,106,0,-0.4952061898767305,0.11113977478715525
13414.0,3,1574,1390.5,133,0,-0.16174440258436,0.415375599192947
13416.0,2,142,712.5000000000001,43,0,-0.2666977025160538,-0.4842130640182275
13417.0,2,162,640.83,4,0,-0.19345563501605748,-0.8499242952524707
13418.0,18,3918,6127.429999999998,11,0,1.640860326110471,-0.8280738588834686
13419.0,1,275,221.05999999999995,63,0,-0.38728649930969333,-0.2820569549857828
13420.0,2,101,159.85,149,2,-0.5137732632572451,0.49186575714743874
13421.0,2,1181,1851.0799999999995,39,0,-0.06038200813803293,-0.44820323200181567
13422.0,1,1326,2626.3000000000006,63,0,-0.1032704942706583,-0.17677800119565787
13425.0,3,1123,1624.2099999999998,107,0,-0.14921911015951728,0.15830179305090056
13426.0,10,2245,3641.3199999999974,0,0,0.7795820705645696,-0.8938625321713493
13427.0,3,545,582.6,18,0,-0.11417191188949584,-0.7251571236215563
13428.0,1,156,218.46999999999994,9,0,-0.29683119875287123,-0.7924265765796469
13429.0,4,1390,1006.8000000000001,10,0,0.09448289361722212,-0.7741204195329336
13430.0,2,751,679.45,18,0,-0.14830328081483996,-0.6923517773054396
13431.0,2,672,1269.0999999999995,66,0,-0.21161864396774818,-0.2322121376878866
13434.0,2,300,534.24,73,0,-0.3179928746264007,-0.20111595314924471
13435.0,7,2129,3809.89,4,0,0.5744310991588051,-0.793024050048202
13436.0,1,76,196.88999999999996,1,0,-0.29222147465353693,-0.8712783443185339
13437.0,7,1283,3408.0599999999995,13,0,0.43015056299226634,-0.7556323124014889
13439.0,1,242,283.71,254,2,-0.757425220960272,1.5046877451183784
13441.0,1,204,296.64000000000004,91,0,-0.4449764345643127,-0.02136591777518744
13447.0,3,584,1129.14,22,0,-0.08105095222966843,-0.6725234044673
13448.0,6,1660,3539.370000000002,16,0,0.4127346225749241,-0.6864626778057207
13449.0,1,222,291.88,23,0,-0.3112951281877747,-0.6567781540552192
13450.0,6,1982,2043.7200000000003,26,0,0.33223954108557385,-0.6158875542978027
13451.0,5,2149,2976.149999999999,25,0,0.3508660691535185,-0.5734678638476345
13452.0,2,2,590.0,258,2,-0.7083301061658602,1.5177889596443983
13453.0,2,134,356.98,165,2,-0.5278146993601153,0.6478448516815339
13455.0,2,354,1058.34,24,0,-0.18180685016055848,-0.6441509959285473
13456.0,6,765,1766.7199999999998,17,0,0.18721923125983034,-0.7599446916529712
13458.0,14,5508,9646.570000000002,6,0,1.8125017044028013,-0.6327906257922401
13460.0,2,286,183.44,28,0,-0.2556600856281958,-0.6313370750368196
13461.0,3,1170,1445.0000000000002,38,0,-0.02173878180680635,-0.48951604886672717
13462.0,1,62,151.5,252,2,-0.7836306780859358,1.4748676904696063
13464.0,1,403,674.6800000000002,57,0,-0.33040045150610237,-0.3213852252793153
13466.0,1,259,307.90000000000003,183,2,-0.6161240233732914,0.8418857071079898
13467.0,2,584,1083.71,10,0,-0.12574229190650313,-0.7644608640621533
13468.0,37,2589,5704.970000000001,1,3,2.7088747528788395,-1.3972348004027784
13470.0,2,100,165.0,98,0,-0.4146505906585859,0.01489056756399214
13471.0,4,1590,2531.579999999998,0,0,0.2387166157224062,-0.8212339964540483
13473.0,2,266,422.64,60,0,-0.3042129822387186,-0.326960793854224
13474.0,1,132,229.58999999999997,235,2,-0.7371951834524687,1.3208290874541218
13475.0,4,1012,1431.7800000000009,190,2,-0.271134679569649,0.9036611838963983
13476.0,2,417,1238.4699999999998,178,2,-0.46103421695935437,0.8035801173419135
13477.0,6,1021,1454.579999999999,37,0,0.1580372854590585,-0.569430600267838
13479.0,2,134,300.95,200,2,-0.5994041349657555,0.9738524244316732
13481.0,5,1142,1804.5599999999993,45,0,0.11512194516924391,-0.4592345180196549
13482.0,1,116,184.64,231,2,-0.734315003665943,1.281603844838694
13483.0,1,160,140.34000000000003,65,0,-0.41013652704691494,-0.2703553097120068
13484.0,1,44,313.79999999999995,240,2,-0.7517237128989558,1.365848715578821
13485.0,1,277,454.24,232,2,-0.6993048755052664,1.304640307743195
13486.0,3,669,1122.4099999999999,77,0,-0.1780894694351942,-0.15451142531411094
13487.0,3,265,575.4000000000001,57,0,-0.22343119942328274,-0.3727236395498858
13488.0,13,4518,8968.309999999996,16,0,1.5659445944279422,-0.5777200840497249
13489.0,4,560,449.52,104,0,-0.22304883572914438,0.055221758018127204
13491.0,10,903,1215.82,51,0,0.3608674424475908,-0.5352610711869829
13492.0,3,408,1269.8400000000006,135,0,-0.31168509122109195,0.3803023272162111
13493.0,2,380,618.63,274,2,-0.6927018361024063,1.6846303202267168
13494.0,1,162,316.26,311,2,-0.8752725070214479,2.0351912251823716
13495.0,5,829,2044.8699999999997,7,0,0.16769508178570064,-0.8223822575305515
13496.0,2,341,653.3299999999999,10,0,-0.18306753128357775,-0.785692356067339
13497.0,2,163,348.04999999999995,282,2,-0.7518603478519009,1.7433168497025626
13499.0,5,1365,1159.11,17,0,0.15300112626762974,-0.7273989789860091
13500.0,3,609,1166.7700000000002,22,0,-0.07559433931289207,-0.6705035227109769
13501.0,1,560,1340.3199999999997,287,2,-0.7136664345696306,1.8533612264368386
13502.0,3,264,292.0,16,0,-0.1628443565515676,-0.7632949294297675
13503.0,1,248,216.84999999999997,70,0,-0.404337101177808,-0.2178586597895259
13504.0,1,178,295.93,63,0,-0.39380429058891686,-0.2844309228319216
13505.0,4,2486,4393.629999999999,72,0,0.3287197488829678,-0.0626480056297916
13506.0,2,324,458.52000000000004,315,2,-0.7894621919646364,2.061748484697271
13507.0,4,1597,2479.159999999999,2,0,0.23218923006006012,-0.8035174156458751
13508.0,1,24,110.97,243,2,-0.7733660860516165,1.3880228481809342
13509.0,7,1106,979.7200000000001,8,0,0.25778164992497454,-0.8701771310136552
13510.0,4,1386,1791.5599999999984,0,0,0.16546606485786017,-0.8484251737312343
13512.0,1,143,251.20999999999998,260,2,-0.782938481003642,1.5556955141640887
13513.0,1,109,205.09999999999997,126,0,-0.5301699952840196,0.29962464565441954
13514.0,1,40,152.20000000000002,73,0,-0.4390715887362729,-0.20045700014803625
13515.0,4,681,891.1200000000002,72,0,-0.11736976711008336,-0.22791532705992307
13516.0,3,985,1389.4100000000003,20,0,-0.012425649872205468,-0.6673243580898619
13517.0,3,1369,2128.42,59,0,0.006441359956042888,-0.2675065976102825
13518.0,1,392,659.4399999999998,85,0,-0.3870116812086809,-0.06032664483223334
13519.0,1,23,122.75,77,0,-0.4507950982071208,-0.1645096410810931
13520.0,6,1649,3624.349999999999,58,0,0.3356236135578017,-0.2919678517495037
13521.0,3,736,1093.6500000000003,0,0,-0.02274588877080985,-0.8725694731818917
13522.0,1,44,125.80000000000001,29,0,-0.35502451011823455,-0.6125160437328916
13523.0,5,1752,3964.8800000000006,32,0,0.3558830058196715,-0.5008290196395778
13524.0,5,324,680.1800000000001,40,0,-0.04663190282823785,-0.5694520963349549
13525.0,2,394,628.78,14,0,-0.18617778809467414,-0.7465742346598334
13527.0,7,1692,2287.5100000000007,33,0,0.36545037791381385,-0.578448199162352
13529.0,2,74,307.76,78,0,-0.3694735901650517,-0.1697930224112654
13531.0,2,174,483.8000000000001,204,2,-0.5902937115494579,1.0175340917226725
13532.0,1,129,210.30999999999983,33,0,-0.34711032897350297,-0.5693063131904925
13533.0,3,204,270.79000000000013,182,2,-0.49326351800005147,0.7863468379545748
13534.0,25,2961,5870.080000000015,1,0,1.9845016990115638,-1.1197198947450504
13536.0,7,2136,3448.2899999999986,0,0,0.5590264531489133,-0.8390794086323792
13538.0,7,175,1280.85,42,0,0.10159455521746535,-0.5852487592115612
13539.0,3,320,631.3400000000001,85,0,-0.26750545276237886,-0.10702916826516892
13544.0,2,127,291.4099999999999,39,0,-0.2886540516735765,-0.5326983005148039
13546.0,3,359,626.9899999999999,11,0,-0.11967527263153747,-0.7976409831428001
13548.0,2,441,682.41,95,0,-0.3341303236052233,0.014481781095183208
13549.0,7,458,918.1999999999998,25,0,0.14400894128680722,-0.7409093685596111
13551.0,1,12,91.80000000000001,318,2,-0.9214990367382785,2.088583271019047
13552.0,12,1417,3740.070000000001,65,0,0.6919437201967878,-0.3623464238001304
13555.0,4,2660,4149.2800000000025,73,0,0.33117119984082605,-0.051757387852524615
13557.0,2,546,584.0600000000001,27,0,-0.19635722382504803,-0.6194551654485987
13558.0,4,344,605.0599999999998,5,0,-0.04632328300647678,-0.8763968707924747
13560.0,1,64,174.37000000000003,6,0,-0.3048324069455344,-0.825587652385103
13561.0,1,83,141.86,215,2,-0.7100332484204966,1.129442489297491
13562.0,3,757,1799.3299999999988,81,0,-0.1305167611600582,-0.09651815331091539
13563.0,2,209,777.5300000000001,83,0,-0.332018500574378,-0.10552179762501664
13564.0,3,661,1749.0200000000004,143,0,-0.26545183378055975,0.4780092902915822
13565.0,2,172,240.22000000000006,18,0,-0.245998854812809,-0.728440076384483
13566.0,2,575,874.7099999999997,40,0,-0.19885009228267236,-0.4893994745944762
13568.0,1,70,192.85000000000005,172,2,-0.6248037896320889,0.7279111227731478
13569.0,2,164,373.74999999999994,16,0,-0.2342086451408768,-0.7441940234350788
13570.0,1,161,239.49000000000004,242,2,-0.746679129729466,1.3878160350258257
13571.0,12,1759,2092.32,12,0,0.7258954880849516,-0.8839702669378269
13572.0,1,534,1384.25,205,2,-0.554815647981684,1.0862790599817391
13573.0,2,303,294.4,49,0,-0.28700890956257763,-0.43141588749267135
13575.0,5,449,732.0699999999997,22,0,0.006516690276581871,-0.7310967499137645
13576.0,18,2646,6717.340000000001,9,0,1.5332684271654795,-0.8876059845343884
13577.0,4,791,1687.5999999999988,24,0,0.041578579302411156,-0.6524194920004885
13579.0,2,176,467.03999999999996,14,0,-0.22272010341064746,-0.7600719745831491
13581.0,1,30,117.99999999999999,308,2,-0.8982375220816876,1.9964745017423065
13583.0,1,725,781.0300000000002,155,2,-0.4752611148257805,0.6119748824610993
13584.0,1,37,142.40000000000003,306,2,-0.8919114849488405,1.9786747787420984
13587.0,1,180,712.4,63,0,-0.36593686906084255,-0.2740426990753104
13588.0,9,2606,2478.949999999998,15,0,0.6511723112908585,-0.7451390303987439
13589.0,2,114,379.65000000000003,14,0,-0.2358589195810755,-0.7649345475856628
13590.0,6,1848,1981.9199999999994,10,0,0.3433007829047569,-0.7729194417989659
13591.0,3,485,1117.1300000000003,64,0,-0.1750161480548138,-0.28426129598339994
13592.0,4,84,247.95999999999995,35,0,-0.1589757326115621,-0.6159334971455825
13593.0,5,731,2037.0800000000008,107,0,-0.038345563252736026,0.108565488015348
13594.0,1,359,396.96999999999997,52,0,-0.3443387476142532,-0.3769415471110077
13596.0,2,406,697.04,5,0,-0.16277542924299543,-0.8285499724029366
13598.0,1,58,180.1700000000001,46,0,-0.38272617738074954,-0.45154165838867805
13599.0,21,3294,5153.669999999998,0,0,1.7185478343292746,-1.0465450889489676
13600.0,1,324,219.51999999999998,311,2,-0.8625095249050879,2.039855992175053
13601.0,2,548,693.3200000000002,44,0,-0.2218380532486336,-0.45764589690035107
13602.0,1,267,428.88999999999993,64,0,-0.37638448307239425,-0.26791084917686886
13603.0,1,164,164.34,25,0,-0.33050248637587726,-0.6437513520173054
13606.0,3,279,280.53999999999996,28,0,-0.1850990798199089,-0.6506757285461496
13607.0,1,290,678.0099999999996,39,0,-0.30865331641203175,-0.49459949494219935
13610.0,7,516,1131.8800000000006,11,0,0.192201687013994,-0.8640547360003475
13611.0,3,766,1171.8000000000002,88,0,-0.18465891687371122,-0.046168893791484984
13614.0,4,570,1610.460000000001,23,0,0.012233030576097686,-0.6733095040291492
13615.0,1,189,417.6900000000001,318,2,-0.8789207188535443,2.104354972699372
13617.0,3,300,544.18,39,0,-0.18645273203060395,-0.5403448290440093
13618.0,1,246,177.34000000000003,173,2,-0.606933191073734,0.744549067855866
13621.0,1,343,213.85,116,0,-0.4824912938291605,0.2164943469223144
13623.0,5,294,747.7800000000003,30,0,-0.02630702553275062,-0.6626279954387325
13626.0,1,209,257.22999999999996,252,2,-0.7592109002444327,1.4838869328456339
13627.0,5,1269,1638.4700000000003,58,0,0.09393018337017058,-0.33620658073166787
13629.0,11,4372,7792.36,22,0,1.3291089837181018,-0.5141715183975414
13630.0,7,1391,2031.7800000000002,4,0,0.3690818351200122,-0.8691554743012188
13631.0,11,467,3070.42,99,0,0.4041530383876319,-0.08082195581509409
13632.0,5,1037,2121.27,24,0,0.16442504255698318,-0.6524113260191059
13634.0,5,704,1575.1600000000003,32,0,0.07325187899519497,-0.6055934015031461
13635.0,1,677,1071.0300000000002,67,0,-0.2910544923179969,-0.20610393856152254
13636.0,5,592,949.1199999999999,36,0,0.010699506706900576,-0.5885409720297011
13637.0,3,409,810.4999999999998,51,0,-0.179148378977252,-0.41675980551574704
13638.0,1,93,122.64000000000001,15,0,-0.32228359076519225,-0.7414168833232992
13639.0,1,800,1033.3400000000001,73,0,-0.2906267643882584,-0.1455530652462564
13642.0,1,173,354.7999999999999,215,2,-0.6852495779446326,1.1386302792033933
13643.0,3,273,519.44,30,0,-0.17383813003979778,-0.6263198995138051
13644.0,4,2067,2624.260000000001,15,0,0.27225530458573555,-0.6578495470097753
13645.0,1,158,252.1,119,0,-0.5076756483484882,0.23744316558351067
13647.0,4,895,1678.1200000000001,9,0,0.08235153165582737,-0.7884346642975402
13649.0,2,139,346.6000000000001,256,2,-0.7043789021762694,1.4990288679871764
13650.0,6,922,1836.34,16,0,0.21236652576142828,-0.7607370509179123
13651.0,2,33,94.2,34,0,-0.3031717083114402,-0.5884417715051876
13652.0,3,578,1095.08,45,0,-0.12862275979105944,-0.45848298828656925
13654.0,6,2182,2707.329999999999,42,0,0.3689198143187311,-0.44109501507919424
13655.0,2,605,932.9700000000004,113,0,-0.33299465976426273,0.19619766723820228
13656.0,2,490,379.65000000000003,164,2,-0.48222022914464885,0.6545606926844236
13657.0,2,209,382.13999999999993,10,0,-0.21668868397904328,-0.798150657434571
13658.0,5,1019,2639.1700000000037,9,0,0.22574182864470305,-0.7806970787901681
13659.0,2,894,1573.2000000000007,205,2,-0.4347072172910725,1.0852006816550113
13662.0,3,543,897.7600000000001,85,0,-0.22342615262801388,-0.09072441594189737
13663.0,1,91,189.47,178,2,-0.6341768095303059,0.7848669790702059
13666.0,3,41,84.65000000000002,59,0,-0.28639043761389377,-0.37591240597343706
13667.0,1,154,305.0199999999998,148,2,-0.5608752043989444,0.5098466904098611
13668.0,21,3742,6363.589999999984,2,0,1.8479855653958814,-0.9783931586665348
13669.0,2,237,218.55,50,0,-0.301794920026301,-0.4268131893476848
13670.0,1,282,349.70000000000016,74,0,-0.39925433150804374,-0.17567509865358502
13672.0,2,57,186.39,300,2,-0.810041964841139,1.9030741581964836
13673.0,2,119,396.9199999999999,18,0,-0.24187794893928247,-0.7268731675997722
13675.0,2,330,486.82000000000005,150,2,-0.4669055756933029,0.519283660633475
13678.0,1,924,232.60000000000005,151,2,-0.4803277113938281,0.5696629340252457
13680.0,4,1936,3722.4200000000014,0,0,0.3586898581572396,-0.7767058437078632
13681.0,4,360,827.83,17,0,-0.0529196625589748,-0.7579405899377737
13682.0,1,10,59.5,186,2,-0.6679038626208657,0.8529562660145721
13684.0,1,39,67.23000000000002,285,2,-0.8559385365063052,1.7804665706210332
13685.0,7,5056,3119.4400000000014,2,0,0.8790653656616705,-0.7012946908538734
13686.0,1,70,72.0,182,2,-0.6522135972002379,0.8184629643562601
13689.0,1,512,910.0,62,0,-0.3115783597587785,-0.26404565210888176
13690.0,1,67,172.25,58,0,-0.40545645405941727,-0.33909628931169317
13692.0,3,1226,1488.3200000000004,24,0,0.014914659944488989,-0.6169622818292778
13694.0,50,63312,65039.620000000024,3,3,14.675606940899653,2.4558240607991264
13695.0,15,1603,2504.1299999999987,30,0,0.8946837317923099,-0.7765130328435326
13697.0,1,177,151.3,38,0,-0.35503804298902675,-0.5219042635762351
13699.0,1,66,308.58,154,2,-0.5826936454866698,0.5622255955075931
13700.0,10,2304,2265.119999999999,25,0,0.6467840032389425,-0.6914790729763577
13703.0,1,10,99.5,317,2,-0.9192857825703183,2.079332496553339
13704.0,9,1531,2308.0599999999986,4,0,0.5338833864873956,-0.8990935486786225
13705.0,3,363,711.8600000000001,7,0,-0.10581416491119468,-0.8327839150313987
13706.0,1,189,330.78999999999996,302,2,-0.8536588190535337,1.9525399916335247
13707.0,2,351,806.4100000000004,266,2,-0.6681636467992943,1.613178750650158
13708.0,1,306,296.87999999999994,270,2,-0.7800009733342818,1.6574672394000731
13709.0,13,3516,6328.050000000004,3,0,1.297347600615134,-0.8082806737524321
13710.0,1,176,180.48000000000002,31,0,-0.3396460768494738,-0.586704769046724
13711.0,2,140,252.06000000000003,218,2,-0.6368429883367055,1.1412783226252992
13712.0,1,352,228.83999999999997,246,2,-0.7325276722224525,1.4332899613308983
13715.0,5,563,1079.3399999999997,280,2,-0.45726049485416265,1.6958164877802677
13716.0,1,138,138.28,268,2,-0.8065364416350366,1.6275172290581026
13717.0,6,1959,1445.0100000000002,31,0,0.2800989755944608,-0.5849277351331486
13718.0,2,173,306.55,245,2,-0.6816790890021728,1.396624396532655
13719.0,5,609,1041.68,14,0,0.06151570652217465,-0.7913011163400433
13720.0,4,501,799.8999999999999,116,0,-0.23005913078098614,0.1735669924233646
13721.0,1,316,524.14,35,0,-0.3080265138232321,-0.5346890587975726
13722.0,3,1401,2375.4100000000008,131,0,-0.11300594575486854,0.4134916806527624
13723.0,1,43,199.85000000000002,216,2,-0.7128612108881949,1.138488321273551
13725.0,8,806,1980.5600000000004,49,0,0.2741018578445261,-0.49640898979821474
13726.0,2,1054,1079.6600000000003,38,0,-0.12465960218653191,-0.48217064370803076
13727.0,2,162,333.4800000000001,28,0,-0.2603876015849145,-0.6330280261622134
13728.0,6,458,1016.1399999999999,36,0,0.06422776505030453,-0.614156414144789
13730.0,2,488,752.5999999999998,135,0,-0.4014768291382461,0.3924293723900759
13731.0,2,278,610.5899999999999,218,2,-0.5967168672411024,1.1561583088582772
13732.0,1,498,491.86,27,0,-0.2731052683363723,-0.6023914000938771
13735.0,4,1130,2885.2399999999975,24,0,0.1611741500284402,-0.6080281024513777
13736.0,2,497,731.8999999999999,4,0,-0.14774883366288033,-0.8330773993495606
13737.0,1,125,339.59999999999997,199,2,-0.6609140682104875,0.9864976175588701
13739.0,1,54,216.9,17,0,-0.3245260290858241,-0.7220762749749163
13740.0,1,425,350.75,240,2,-0.7041609846417082,1.3833609906223252
13741.0,3,218,668.43,71,0,-0.24997290736788405,-0.2415127981340545
13742.0,12,1124,3131.020000000001,16,0,0.7118655311332744,-0.8485262628418568
13743.0,7,1776,1341.5999999999997,2,0,0.37275528956391524,-0.8881621853160575
13744.0,2,1249,1156.36,94,0,-0.2050779206339516,0.052051188572463665
13745.0,1,496,300.03999999999996,161,2,-0.5459216550957418,0.6462260894011452
13747.0,1,8,79.6,373,2,-1.0294382674239761,2.602582650406191
13748.0,5,439,948.2499999999998,95,0,-0.12188680037958079,-0.04333617580055403
13750.0,5,516,1647.2599999999998,53,0,0.01505241848349728,-0.4155642556156772
13751.0,1,152,296.24999999999994,287,2,-0.8312431959256164,1.8097622840543572
13752.0,6,876,1186.2800000000002,123,0,-0.043702897043440284,0.22206867435601196
13753.0,1,512,741.26,287,2,-0.7590942594788679,1.8364527677119187
13754.0,2,214,282.6,151,2,-0.49612838406484017,0.5185329566657988
13755.0,9,1264,2161.3500000000013,3,0,0.49447572313595406,-0.9237083252449032
13756.0,14,3188,5189.519999999995,1,0,1.2518022466962386,-0.8908743954587711
13758.0,7,1844,3190.550000000001,11,0,0.4860220220327443,-0.7552803865876684
13759.0,2,287,659.41,32,0,-0.23172036674150048,-0.582104333087118
13760.0,2,197,286.78999999999996,53,0,-0.3078212561560741,-0.3988056344963022
13761.0,2,642,1070.65,49,0,-0.19537037209531244,-0.39744728404148766
13762.0,1,272,306.72,218,2,-0.6825352166592534,1.169816303789252
13763.0,1,728,1714.9599999999998,62,0,-0.23259854992166257,-0.23472544703139958
13764.0,3,932,1521.7600000000002,70,0,-0.10688043508995827,-0.1986548216164852
13767.0,37,7322,17220.360000000008,1,3,4.033259176495459,-0.9062155950010338
13769.0,10,1163,2796.5099999999993,1,0,0.5934827981698886,-0.9525417675224103
13771.0,4,1477,2634.450000000001,63,0,0.10999219530217934,-0.2343042632981892
13772.0,3,546,1132.13,33,0,-0.10668311283831636,-0.571209846935696
13774.0,1,192,344.99999999999994,81,0,-0.4237967891726628,-0.11423353111322078
13777.0,33,12897,25977.15999999998,0,3,5.016468507951799,-0.3703587849545139
13778.0,1,70,178.7,102,0,-0.4899982950258263,0.07277426144330697
13780.0,2,318,360.01,6,0,-0.1974942246027539,-0.8313658128601873
13781.0,1,30,127.84000000000002,250,2,-0.7851108627166669,1.4541801941229482
